InvoiceNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV100423,Tomato Sauce,3,2023-08-25,2.51,12102,France
INV100424,Toothpaste,3,2023-01-05,3.77,16974,India
INV100424,Shampoo,5,2023-01-05,4.84,19616,United Kingdom
INV100424,Detergent,5,2023-01-05,11.89,12279,Germany
INV100425,Biscuits,5,2023-06-19,8.82,16404,India
INV100425,Ice Cream,2,2023-06-19,14.26,11043,USA
INV100425,Chocolate,4,2023-06-19,3.23,11779,France
INV100426,Soap,2,2023-10-19,2.01,19058,Germany
INV100426,Toothpaste,1,2023-10-19,12.48,19885,India
INV100426,Shampoo,1,2023-10-19,3.21,11138,India
INV100427,Pasta,4,2023-05-26,1.33,18495,United Kingdom
INV100427,Olive Oil,2,2023-05-26,5.24,16731,India
INV100427,Cheese,2,2023-05-26,14.85,12115,USA
INV100427,Chocolate,4,2023-05-26,7.43,11126,India
INV100427,Coffee,2,2023-05-26,2.38,13369,France
INV100427,Biscuits,4,2023-05-26,12.36,17778,Germany
INV100428,Biscuits,5,2023-11-06,10.89,17519,France
INV100428,Ice Cream,2,2023-11-06,0.61,12337,India
INV100428,Chocolate,1,2023-11-06,12.46,19909,Germany
INV100429,Pasta,4,2023-09-27,7.21,10640,United Kingdom
INV100429,Beef,3,2023-09-27,9.87,17476,France
INV100429,Tomato Sauce,3,2023-09-27,6.17,12869,India
INV100430,Cheese,4,2023-05-08,6.08,13005,USA
INV100430,Pasta,1,2023-05-08,6.21,10715,Germany
INV100430,Tomato Sauce,2,2023-05-08,4.47,18810,France
INV100431,Bread,2,2023-12-08,13.68,16738,USA
INV100431,Butter,1,2023-12-08,14.93,11253,United Kingdom
INV100431,Jam,5,2023-12-08,11.61,15341,India
INV100432,Pasta,1,2023-08-19,9.76,17567,India
INV100432,Tomato Sauce,3,2023-08-19,11.32,13185,India
INV100432,Cheese,1,2023-08-19,0.66,11878,Germany
INV100432,Tissue,3,2023-08-19,10.22,17606,India
INV100432,Bin Bags,4,2023-08-19,1.49,18985,Germany
INV100432,Detergent,4,2023-08-19,2.53,14573,Germany
INV100432,Milk,2,2023-08-19,12.66,19944,United Kingdom
INV100433,Olive Oil,1,2023-04-01,10.24,10183,France
INV100433,Soda,2,2023-04-01,6.89,12915,Germany
INV100433,Vegetables,1,2023-04-01,13.44,18721,Germany
INV100433,Water,4,2023-04-01,10.6,18566,United Kingdom
INV100433,Chicken,4,2023-04-01,10.51,17274,United Kingdom
INV100433,Chips,5,2023-04-01,0.57,16183,Germany
INV100434,Juice,4,2023-05-08,0.91,10238,France
INV100434,Yogurt,2,2023-05-08,10.36,11035,Germany
INV100434,Fruits,1,2023-05-08,12.06,12750,Germany
INV100434,Milk,1,2023-05-08,6.53,11764,France
INV100435,Cream,5,2023-06-15,6.23,17010,United Kingdom
INV100435,Yogurt,2,2023-06-15,3.6,15842,France
INV100435,Milk,2,2023-06-15,0.72,15181,United Kingdom
INV100436,Cheese,5,2023-07-19,5.85,11103,Germany
INV100436,Pasta,4,2023-07-19,4.87,19811,India
INV100436,Olive Oil,1,2023-07-19,10.83,19325,Germany
INV100436,Fish,3,2023-07-19,14.41,19828,France
INV100437,Juice,2,2023-11-20,5.31,15209,India
INV100437,Yogurt,1,2023-11-20,5.36,19970,USA
INV100437,Fruits,4,2023-11-20,6.04,13808,USA
INV100438,Juice,5,2023-10-28,11.5,12032,France
INV100438,Yogurt,2,2023-10-28,11.2,13990,USA
INV100438,Fruits,1,2023-10-28,1.37,16136,India
INV100439,Cheese,2,2023-06-01,13.89,19798,India
INV100439,Pasta,3,2023-06-01,2.45,15202,United Kingdom
INV100439,Olive Oil,5,2023-06-01,11.98,16797,France
INV100440,Vegetables,2,2023-01-13,3.48,10885,Germany
INV100440,Chicken,2,2023-01-13,9.32,16250,USA
INV100440,Rice,3,2023-01-13,3.16,10099,United Kingdom
INV100441,Bread,2,2023-09-09,2.32,12845,USA
INV100441,Butter,5,2023-09-09,12.55,13348,Germany
INV100441,Jam,5,2023-09-09,1.63,17652,France
INV100441,Salt,2,2023-09-09,10.96,14012,India
INV100442,Olive Oil,2,2023-04-01,4.44,17883,United Kingdom
INV100442,Sugar,3,2023-04-01,6.27,12748,India
INV100442,Flour,4,2023-04-01,6.63,19984,India
INV100442,Milk,2,2023-04-01,12.38,17897,United Kingdom
INV100442,Vegetables,4,2023-04-01,6.7,11363,France
INV100442,Butter,5,2023-04-01,8.29,19057,Germany
INV100442,Chicken,3,2023-04-01,6.02,15011,India
INV100442,Eggs,3,2023-04-01,5.94,19929,India
INV100443,Pasta,1,2023-02-06,0.69,18203,France
INV100443,Shampoo,4,2023-02-06,6.37,16812,India
INV100443,Tomato Sauce,3,2023-02-06,6.07,15043,USA
INV100443,Beef,1,2023-02-06,6.43,10636,United Kingdom
INV100443,Toothpaste,4,2023-02-06,14.02,12660,Germany
INV100443,Detergent,4,2023-02-06,14.38,15711,USA
INV100443,Pasta,4,2023-02-06,9.71,16032,United Kingdom
INV100444,Soda,2,2023-11-30,7.43,15921,United Kingdom
INV100444,Chips,2,2023-11-30,4.29,17462,Germany
INV100444,Chocolate,3,2023-11-30,4.09,19475,Germany
INV100445,Coffee,4,2023-01-07,6.27,19603,United Kingdom
INV100445,Sugar,5,2023-01-07,13.69,16929,Germany
INV100445,Milk,4,2023-01-07,4.17,14951,USA
INV100446,Coffee,4,2023-09-30,11.41,11456,United Kingdom
INV100446,Biscuits,5,2023-09-30,11.76,15642,Germany
INV100446,Chocolate,3,2023-09-30,11.36,16520,France
INV100447,Cheese,4,2023-01-04,8.11,14724,India
INV100447,Pasta,2,2023-01-04,3.06,13053,Germany
INV100447,Tomato Sauce,2,2023-01-04,7.55,18234,United Kingdom
INV100447,Cheese,4,2023-01-04,8.72,13482,Germany
INV100448,Eggs,2,2023-04-13,4.26,16697,India
INV100448,Bread,5,2023-04-13,2.08,12721,United Kingdom
INV100448,Butter,3,2023-04-13,1.74,12042,France
INV100449,Pasta,1,2023-02-02,0.64,14359,United Kingdom
INV100449,Tomato Sauce,5,2023-02-02,11.94,10685,United Kingdom
INV100449,Vegetables,2,2023-02-02,8.07,10118,India
INV100449,Beef,5,2023-02-02,8.04,14355,India
INV100449,Rice,4,2023-02-02,11.48,19902,India
INV100449,Chicken,3,2023-02-02,5.88,15620,France
INV100450,Juice,1,2023-05-03,14.64,15410,United Kingdom
INV100450,Yogurt,1,2023-05-03,7.13,16583,Germany
INV100450,Fruits,1,2023-05-03,9.23,18693,France
INV100451,Cheese,5,2023-12-25,10.45,17785,USA
INV100451,Eggs,4,2023-12-25,10.07,10051,France
INV100451,Milk,1,2023-12-25,9.69,10749,France
INV100452,Soap,5,2023-12-14,12.01,15707,India
INV100452,Toothpaste,4,2023-12-14,14.81,11645,India
INV100452,Shampoo,3,2023-12-14,9.3,12345,USA
INV100452,Detergent,5,2023-12-14,11.88,18267,United Kingdom
INV100453,Toothpaste,5,2023-03-07,14.81,17648,Germany
INV100453,Shampoo,4,2023-03-07,14.35,17899,USA
INV100453,Detergent,2,2023-03-07,4.03,12792,United Kingdom
INV100454,Beer,4,2023-02-24,11.61,13610,France
INV100454,Chips,4,2023-02-24,14.3,12016,Germany
INV100454,Yogurt,5,2023-02-24,9.69,18060,United Kingdom
INV100455,Pasta,5,2023-12-21,1.44,15623,India
CINV100455,Beef,4,2023-12-21,9.98,19206,India
INV100455,Tomato Sauce,2,2023-12-21,3.74,11895,France
INV100456,Soda,2,2023-02-14,11.3,11902,USA
INV100456,Sugar,3,2023-02-14,2.35,15134,India
INV100456,Milk,5,2023-02-14,11.19,15092,United Kingdom
INV100456,Water,5,2023-02-14,8.27,16359,India
INV100456,Coffee,3,2023-02-14,11.68,12069,USA
INV100456,Chips,5,2023-02-14,9.07,11746,India
INV100457,Cream,3,2023-01-05,12.64,18189,India
INV100457,Yogurt,2,2023-01-05,9.22,12389,United Kingdom
INV100457,Milk,5,2023-01-05,5.14,18230,United Kingdom
INV100458,Juice,2,2023-05-21,7.68,16171,United Kingdom
INV100458,Yogurt,3,2023-05-21,2.71,13450,Germany
INV100458,Fruits,1,2023-05-21,13.89,12933,India
INV100459,Vegetables,2,2023-07-20,14.87,18977,India
INV100459,Chicken,3,2023-07-20,6.63,17756,France
INV100459,Olive Oil,4,2023-07-20,6.17,18648,France
INV100460,Juice,5,2023-05-25,6.21,12144,France
INV100460,Yogurt,5,2023-05-25,13.05,10886,France
INV100460,Fruits,4,2023-05-25,9.99,19456,Germany
INV100461,Juice,2,2023-08-15,3.66,13205,United Kingdom
INV100461,Yogurt,3,2023-08-15,11.03,19431,United Kingdom
INV100461,Fruits,2,2023-08-15,5.96,16997,Germany
INV100462,Coffee,1,2023-01-29,2.2,18444,France
INV100462,Sugar,5,2023-01-29,6.79,12434,India
INV100462,Milk,2,2023-01-29,0.99,13946,India
INV100463,Vegetables,4,2023-09-08,11.75,11468,India
INV100463,Chicken,4,2023-09-08,4.49,17292,France
INV100463,Olive Oil,1,2023-09-08,2.24,11353,United Kingdom
INV100464,Cheese,1,2023-09-08,9.01,19381,India
CINV100464,Tomato Sauce,3,2023-09-08,10.56,11549,USA
INV100464,Bread,2,2023-09-08,6.07,17105,France
INV100465,Bread,5,2023-10-20,3.18,10323,India
INV100465,Tea,5,2023-10-20,12.35,18684,India
INV100465,Sugar,1,2023-10-20,8.02,19580,USA
INV100465,Milk,1,2023-10-20,11.43,13399,United Kingdom
INV100465,Butter,2,2023-10-20,13.0,12948,United Kingdom
INV100465,Biscuits,5,2023-10-20,6.98,15149,United Kingdom
INV100465,Jam,1,2023-10-20,2.37,13378,Germany
INV100466,Cream,5,2023-02-14,4.83,18919,Germany
INV100466,Cheese,4,2023-02-14,14.67,10001,Germany
INV100466,Milk,3,2023-02-14,1.17,18510,France
INV100466,Yogurt,5,2023-02-14,6.95,19454,India
INV100466,Eggs,3,2023-02-14,8.08,15769,USA
INV100466,Tea,5,2023-02-14,7.9,11622,United Kingdom
INV100467,Olive Oil,2,2023-05-02,14.38,19865,USA
INV100467,Bread,2,2023-05-02,9.08,14544,Germany
INV100467,Vegetables,5,2023-05-02,6.62,19008,France
INV100467,Butter,3,2023-05-02,6.04,12675,India
INV100467,Chicken,4,2023-05-02,1.71,14164,India
INV100467,Eggs,2,2023-05-02,8.27,11156,France
INV100468,Juice,5,2023-11-21,10.03,18379,USA
INV100468,Yogurt,2,2023-11-21,6.59,12514,France
INV100468,Fruits,4,2023-11-21,5.99,19889,Germany
INV100469,Sugar,4,2023-02-09,1.46,11457,France
INV100469,Milk,3,2023-02-09,11.78,12397,Germany
INV100469,Vegetables,3,2023-02-09,0.64,16179,Germany
INV100469,Fish,4,2023-02-09,14.3,12023,Germany
INV100469,Rice,5,2023-02-09,11.06,15022,USA
INV100469,Coffee,4,2023-02-09,1.89,15716,USA
INV100470,Cream,2,2023-05-25,5.11,16382,Germany
INV100470,Sugar,3,2023-05-25,12.19,18711,USA
INV100470,Milk,5,2023-05-25,13.29,16597,India
INV100470,Coffee,5,2023-05-25,2.35,10155,USA
INV100470,Yogurt,2,2023-05-25,10.03,12337,India
INV100471,Water,3,2023-10-18,10.76,14081,USA
INV100471,Chips,4,2023-10-18,10.75,12999,India
INV100471,Soda,3,2023-10-18,12.08,18228,France
INV100472,Beer,2,2023-05-22,4.93,11424,France
INV100472,Chips,4,2023-05-22,11.67,11476,United Kingdom
INV100473,Bread,1,2023-02-09,11.28,19079,India
INV100473,Soda,1,2023-02-09,14.45,16946,USA
INV100473,Butter,2,2023-02-09,7.46,18437,USA
INV100473,Water,1,2023-02-09,6.38,13115,United Kingdom
INV100473,Chips,4,2023-02-09,10.69,15653,Germany
INV100473,Jam,5,2023-02-09,10.42,10693,USA
INV100473,Eggs,4,2023-02-09,14.49,18577,Germany
INV100474,Bread,1,2023-03-31,6.63,16211,Germany
INV100474,Butter,3,2023-03-31,14.56,15537,Germany
INV100474,Jam,5,2023-03-31,12.84,11931,France
INV100474,Ice Cream,3,2023-03-31,7.51,14337,Germany
INV100475,Water,3,2023-01-02,13.97,18446,United Kingdom
INV100475,Chips,4,2023-01-02,13.44,17999,United Kingdom
INV100475,Soda,3,2023-01-02,0.59,17542,France
INV100476,Juice,2,2023-06-02,6.33,10145,United Kingdom
INV100476,Yogurt,4,2023-06-02,7.63,11388,USA
INV100476,Fruits,5,2023-06-02,13.53,16729,United Kingdom
INV100477,Bread,4,2023-09-07,6.23,14903,France
INV100477,Chocolate,4,2023-09-07,13.44,18788,France
INV100477,Milk,1,2023-09-07,14.85,17198,Germany
INV100477,Butter,2,2023-09-07,5.63,17110,United Kingdom
INV100477,Coffee,3,2023-09-07,13.31,13251,United Kingdom
INV100477,Biscuits,2,2023-09-07,4.63,12190,India
INV100478,Water,4,2023-08-04,14.42,14354,United Kingdom
INV100478,Chips,4,2023-08-04,7.59,18119,Germany
INV100478,Soda,3,2023-08-04,11.39,16551,USA
INV100478,Pasta,4,2023-08-04,2.41,11767,United Kingdom
INV100479,Tea,1,2023-03-06,10.34,15605,India
INV100479,Sugar,5,2023-03-06,11.19,17116,India
INV100479,Biscuits,3,2023-03-06,4.59,11353,India
INV100479,Milk,2,2023-03-06,9.46,18376,Germany
INV100479,Chicken,2,2023-03-06,4.58,11884,France
INV100480,Vegetables,4,2023-12-25,10.74,11688,USA
INV100480,Chicken,5,2023-12-25,3.13,19686,Germany
INV100480,Rice,2,2023-12-25,2.25,16574,United Kingdom
INV100481,Cheese,5,2023-05-21,3.39,10834,India
INV100481,Pasta,4,2023-05-21,8.11,13791,Germany
INV100481,Olive Oil,3,2023-05-21,6.68,11005,USA
INV100482,Tomato Sauce,3,2023-08-07,14.17,16849,Germany
INV100482,Bread,3,2023-08-07,13.48,12977,United Kingdom
INV100482,Cheese,1,2023-08-07,1.26,15269,Germany
INV100482,Sugar,3,2023-08-07,7.34,19937,United Kingdom
INV100482,Milk,4,2023-08-07,3.18,18049,France
INV100482,Coffee,3,2023-08-07,4.91,11587,United Kingdom
INV100483,Cream,3,2023-12-16,11.27,19648,USA
INV100483,Yogurt,5,2023-12-16,5.89,14521,Germany
INV100483,Milk,5,2023-12-16,6.07,11742,Germany
INV100483,Biscuits,5,2023-12-16,2.25,19610,Germany
INV100484,Juice,5,2023-04-09,5.47,17769,Germany
INV100484,Yogurt,5,2023-04-09,10.95,10717,Germany
INV100484,Fruits,2,2023-04-09,6.56,14137,USA
INV100484,Tissue,3,2023-04-09,13.48,17347,United Kingdom
INV100485,Bread,5,2023-08-12,11.97,12735,USA
INV100485,Butter,3,2023-08-12,10.6,12112,France
INV100485,Jam,1,2023-08-12,14.36,10996,Germany
INV100486,Toothpaste,1,2023-07-23,2.9,18344,India
INV100486,Shampoo,5,2023-07-23,11.8,16567,USA
INV100486,Detergent,3,2023-07-23,3.5,10058,Germany
INV100487,Cheese,4,2023-10-20,7.81,18602,France
INV100487,Pasta,3,2023-10-20,12.86,14855,France
INV100487,Olive Oil,5,2023-10-20,2.23,13668,United Kingdom
INV100487,Toothpaste,5,2023-10-20,3.95,10640,Germany
INV100488,Bread,2,2023-05-23,14.85,13440,USA
INV100488,Tea,1,2023-05-23,0.52,15692,USA
INV100488,Sugar,3,2023-05-23,5.21,18999,France
INV100488,Milk,2,2023-05-23,6.42,14831,France
INV100488,Butter,1,2023-05-23,9.58,10170,France
INV100488,Biscuits,2,2023-05-23,11.09,14582,Germany
INV100488,Eggs,3,2023-05-23,14.59,18804,USA
INV100489,Water,3,2023-02-24,13.12,19901,USA
INV100489,Chips,2,2023-02-24,12.34,13614,France
INV100489,Soda,3,2023-02-24,3.46,16479,Germany
INV100490,Vegetables,2,2023-08-17,13.58,11535,India
INV100490,Chicken,2,2023-08-17,7.16,12885,Germany
INV100490,Rice,5,2023-08-17,7.61,12955,France
INV100491,Pasta,5,2023-01-11,3.22,12351,United Kingdom
INV100491,Olive Oil,4,2023-01-11,4.06,16594,United Kingdom
INV100491,Tomato Sauce,5,2023-01-11,2.49,10193,USA
INV100491,Cheese,1,2023-01-11,5.98,10339,United Kingdom
INV100491,Vegetables,1,2023-01-11,11.57,10716,Germany
INV100491,Chicken,2,2023-01-11,11.67,14385,Germany
INV100492,Bread,1,2023-11-18,8.36,15544,United Kingdom
INV100492,Sugar,2,2023-11-18,2.52,19221,India
INV100492,Flour,2,2023-11-18,4.96,17846,Germany
INV100492,Milk,2,2023-11-18,1.31,14382,USA
INV100492,Butter,1,2023-11-18,0.81,10729,United Kingdom
INV100492,Eggs,5,2023-11-18,4.8,18381,India
INV100493,Bread,4,2023-03-14,2.64,14699,Germany
INV100493,Butter,4,2023-03-14,10.46,11841,India
INV100493,Milk,2,2023-03-14,14.87,13678,United Kingdom
INV100493,Water,3,2023-03-14,5.68,15467,United Kingdom
INV100494,Bread,2,2023-07-04,6.72,15486,USA
INV100494,Butter,2,2023-07-04,10.35,12461,France
INV100494,Jam,5,2023-07-04,12.35,15707,United Kingdom
INV100495,Toothpaste,1,2023-05-19,11.94,12435,Germany
INV100495,Shampoo,3,2023-05-19,2.64,17318,India
INV100495,Detergent,1,2023-05-19,2.14,17003,France
INV100496,Bread,3,2023-03-16,5.13,16944,India
INV100496,Butter,4,2023-03-16,9.23,15463,Germany
INV100496,Jam,2,2023-03-16,6.06,19000,India
INV100496,Chocolate,5,2023-03-16,8.24,18724,USA
INV100497,Juice,5,2023-04-28,11.76,13593,United Kingdom
INV100497,Chocolate,2,2023-04-28,5.74,13330,United Kingdom
INV100497,Fruits,3,2023-04-28,8.6,12188,United Kingdom
INV100497,Yogurt,1,2023-04-28,13.71,15912,Germany
INV100497,Soda,3,2023-04-28,7.18,19035,India
INV100497,Chips,2,2023-04-28,3.56,13679,United Kingdom
INV100498,Coffee,4,2023-03-12,11.13,16958,France
INV100498,Sugar,1,2023-03-12,10.67,19529,United Kingdom
INV100498,Milk,4,2023-03-12,12.64,12591,United Kingdom
INV100499,Juice,4,2023-03-17,2.67,12988,India
INV100499,Fruits,2,2023-03-17,11.35,14907,India
INV100499,Vegetables,4,2023-03-17,10.98,17274,United Kingdom
INV100499,Rice,3,2023-03-17,2.11,10983,United Kingdom
INV100499,Chicken,5,2023-03-17,11.39,18245,Germany
INV100499,Yogurt,1,2023-03-17,6.25,16940,India
INV100499,Cling Film,5,2023-03-17,10.82,14227,USA
INV100500,Vegetables,2,2023-09-14,4.44,11506,USA
INV100500,Chicken,4,2023-09-14,14.68,12050,Germany
INV100500,Olive Oil,4,2023-09-14,9.48,13586,India
INV100501,Water,1,2023-04-05,12.34,17674,India
INV100501,Chips,3,2023-04-05,9.96,16637,India
INV100501,Soda,2,2023-04-05,1.29,16086,India
INV100502,Bread,3,2023-04-10,0.91,14623,Germany
INV100502,Vegetables,5,2023-04-10,2.04,13471,USA
INV100502,Fish,1,2023-04-10,11.47,15064,Germany
INV100502,Rice,5,2023-04-10,3.43,10530,Germany
INV100502,Butter,3,2023-04-10,1.73,19340,USA
INV100502,Jam,1,2023-04-10,8.67,17926,United Kingdom
INV100503,Pasta,3,2023-01-25,14.4,18195,Germany
INV100503,Olive Oil,3,2023-01-25,11.4,15830,Germany
INV100503,Tomato Sauce,1,2023-01-25,5.3,18250,United Kingdom
INV100503,Vegetables,5,2023-01-25,12.21,12460,United Kingdom
INV100503,Beef,5,2023-01-25,12.04,17814,USA
INV100503,Chicken,1,2023-01-25,4.71,12482,India
INV100503,Ice Cream,1,2023-01-25,13.34,11528,Germany
INV100504,Coffee,2,2023-04-21,14.9,18218,USA
INV100504,Biscuits,5,2023-04-21,9.95,15593,India
INV100504,Chocolate,2,2023-04-21,5.42,15903,USA
INV100505,Eggs,4,2023-08-09,3.97,19943,United Kingdom
INV100505,Bread,2,2023-08-09,8.72,18151,United Kingdom
INV100505,Butter,1,2023-08-09,2.57,15071,USA
INV100506,Pasta,2,2023-02-14,1.49,19445,France
INV100506,Shampoo,3,2023-02-14,1.79,12935,India
INV100506,Tomato Sauce,3,2023-02-14,14.8,14194,India
INV100506,Beef,2,2023-02-14,14.13,19318,India
INV100506,Toothpaste,1,2023-02-14,5.77,14696,India
INV100506,Detergent,4,2023-02-14,12.93,12113,India
INV100506,Vegetables,3,2023-02-14,7.93,15138,France
INV100507,Coffee,1,2023-02-12,9.5,10934,Germany
INV100507,Biscuits,5,2023-02-12,0.62,11725,France
INV100507,Chocolate,4,2023-02-12,2.79,16541,United Kingdom
INV100508,Soda,3,2023-04-25,7.26,18767,India
INV100508,Chips,1,2023-04-25,1.74,11775,India
INV100508,Chocolate,4,2023-04-25,3.39,15385,United Kingdom
INV100509,Pasta,4,2023-06-12,2.16,17447,United Kingdom
INV100509,Beef,5,2023-06-12,2.76,17699,Germany
INV100509,Tomato Sauce,2,2023-06-12,5.14,10513,USA
INV100510,,4,2023-07-14,14.69,13496,United Kingdom
INV100510,Bread,2,2023-07-14,13.09,16929,France
INV100510,Butter,3,2023-07-14,9.72,11369,Germany
INV100511,Vegetables,4,2023-02-05,13.13,18597,Germany
INV100511,Fish,3,2023-02-05,3.17,10880,United Kingdom
INV100511,Rice,4,2023-02-05,5.46,14864,Germany
INV100512,Juice,5,2023-04-12,10.49,12632,India
INV100512,Yogurt,3,2023-04-12,13.73,19344,India
INV100512,Fruits,1,2023-04-12,8.63,19783,Germany
INV100513,Water,3,2023-02-09,10.13,15185,United Kingdom
INV100513,Chips,2,2023-02-09,13.5,12416,India
INV100513,Soda,3,2023-02-09,2.15,16658,France
INV100514,Shampoo,2,2023-09-24,9.7,19476,United Kingdom
INV100514,Soda,1,2023-09-24,3.67,13074,India
INV100514,Soap,5,2023-09-24,11.73,19845,India
INV100514,Toothpaste,2,2023-09-24,5.55,13131,USA
INV100514,Water,1,2023-09-24,5.87,15960,United Kingdom
INV100514,Chips,3,2023-09-24,13.5,18226,United Kingdom
INV100515,Toothpaste,4,2023-12-25,5.6,18887,India
INV100515,Shampoo,5,2023-12-25,14.62,15502,United Kingdom
INV100515,Detergent,2,2023-12-25,7.15,16113,Germany
INV100516,Sugar,4,2023-10-11,9.69,11625,United Kingdom
INV100516,Chips,1,2023-10-11,1.8,10269,USA
INV100516,Flour,4,2023-10-11,2.0,18924,United Kingdom
INV100516,Milk,-4,2023-10-11,7.8,10534,France
INV100516,Butter,4,2023-10-11,3.57,17448,USA
INV100516,Beer,4,2023-10-11,2.16,17693,United Kingdom
INV100516,Eggs,3,2023-10-11,14.53,17601,India
INV100517,Juice,3,2023-11-27,11.84,18315,France
INV100517,Yogurt,3,2023-11-27,13.25,14333,France
INV100517,Fruits,4,2023-11-27,10.26,10068,India
INV100518,Bread,5,2023-01-17,12.39,19829,France
INV100518,Juice,3,2023-01-17,2.97,19374,India
INV100518,Fruits,2,2023-01-17,8.56,16412,Germany
INV100518,Milk,5,2023-01-17,9.84,10845,USA
INV100518,Butter,4,2023-01-17,2.37,16396,Germany
INV100518,Yogurt,4,2023-01-17,13.61,18475,Germany
INV100519,Biscuits,5,2023-08-12,11.87,14263,USA
INV100519,Tea,2,2023-08-12,14.26,13338,United Kingdom
INV100519,Sugar,1,2023-08-12,0.87,10189,USA
INV100519,Milk,2,2023-08-12,0.9,18907,United Kingdom
INV100519,Vegetables,5,2023-08-12,6.04,12138,India
INV100519,Rice,3,2023-08-12,3.21,13633,France
INV100519,Chicken,2,2023-08-12,8.26,14018,India
INV100520,Bread,1,2023-05-14,9.76,19492,United Kingdom
INV100520,Chocolate,1,2023-05-14,7.16,19763,United Kingdom
INV100520,Butter,1,2023-05-14,2.56,14292,Germany
CINV100520,Coffee,1,2023-05-14,1.62,15921,Germany
INV100520,Biscuits,4,2023-05-14,1.96,10359,India
INV100520,Jam,1,2023-05-14,7.55,11250,Germany
INV100521,Beer,4,2023-12-18,12.22,12945,France
INV100521,Chips,1,2023-12-18,13.6,19294,USA
INV100522,Coffee,4,2023-01-17,14.93,19830,USA
INV100522,Sugar,1,2023-01-17,2.8,14169,United Kingdom
INV100522,Milk,2,2023-01-17,9.29,18781,United Kingdom
INV100523,Tissue,3,2023-09-23,2.16,13554,United Kingdom
INV100523,Bin Bags,3,2023-09-23,2.51,11367,Germany
INV100523,Detergent,3,2023-09-23,4.47,13264,United Kingdom
INV100524,Juice,4,2023-06-28,6.82,16552,Germany
INV100524,Yogurt,3,2023-06-28,3.01,14605,India
INV100524,Fruits,1,2023-06-28,8.96,19626,France
INV100525,Cheese,4,2023-03-26,6.64,14451,France
INV100525,Pasta,5,2023-03-26,2.06,16275,India
INV100525,Olive Oil,2,2023-03-26,8.72,16126,United Kingdom
INV100526,Cheese,3,2023-08-19,9.01,14808,USA
INV100526,Pasta,5,2023-08-19,5.61,10490,United Kingdom
INV100526,Tomato Sauce,2,2023-08-19,12.23,17035,Germany
INV100527,Chocolate,2,2023-07-03,11.8,12003,United Kingdom
INV100527,Vegetables,3,2023-07-03,10.48,15388,Germany
INV100527,Chicken,4,2023-07-03,8.73,15268,Germany
INV100527,Rice,5,2023-07-03,1.46,14646,USA
INV100527,Coffee,2,2023-07-03,8.15,11686,USA
INV100527,Biscuits,3,2023-07-03,10.89,11225,USA
INV100528,Beer,3,2023-11-27,3.37,10813,India
INV100528,Chips,4,2023-11-27,1.18,14496,India
INV100529,Coffee,5,2023-03-03,6.05,19443,United Kingdom
INV100529,Sugar,3,2023-03-03,0.76,19433,United Kingdom
INV100529,Milk,4,2023-03-03,4.62,16599,United Kingdom
INV100530,Bread,1,2023-10-01,12.53,16800,France
INV100530,Tomato Sauce,3,2023-10-01,5.1,15665,India
INV100530,Cheese,1,2023-10-01,8.57,15131,India
INV100530,Tissue,5,2023-10-01,1.18,14889,India
INV100530,Bin Bags,4,2023-10-01,12.81,11989,France
INV100530,Detergent,5,2023-10-01,1.99,13670,United Kingdom
INV100530,Shampoo,1,2023-10-01,2.51,15289,India
INV100531,Pasta,3,2023-04-26,12.33,18807,United Kingdom
INV100531,Tomato Sauce,1,2023-04-26,4.27,10705,United Kingdom
INV100531,Soda,1,2023-04-26,14.23,11229,France
INV100531,Cheese,3,2023-04-26,10.47,16218,France
INV100531,Water,2,2023-04-26,13.91,19559,India
INV100531,Chips,1,2023-04-26,2.33,12424,USA
INV100532,Cheese,2,2023-07-31,8.88,18029,France
INV100532,Tomato Sauce,3,2023-07-31,11.7,17908,Germany
INV100532,Bread,1,2023-07-31,4.33,14853,United Kingdom
INV100532,Detergent,3,2023-07-31,8.6,13971,Germany
INV100533,Shampoo,2,2023-12-22,7.29,16308,Germany
INV100533,Bread,4,2023-12-22,2.02,13418,USA
INV100533,Toothpaste,5,2023-12-22,7.95,15134,France
INV100533,Butter,4,2023-12-22,10.0,18265,United Kingdom
INV100533,Detergent,2,2023-12-22,3.67,15957,India
INV100533,Jam,4,2023-12-22,13.08,18412,Germany
INV100533,Bread,4,2023-12-22,3.23,14552,India
INV100534,Coffee,1,2023-03-26,2.64,11755,United Kingdom
INV100534,Biscuits,2,2023-03-26,0.74,17550,Germany
INV100534,Chocolate,3,2023-03-26,0.91,18698,India
INV100535,Cream,2,2023-06-30,2.68,18227,India
INV100535,Milk,5,2023-06-30,5.34,17230,France
INV100535,Vegetables,3,2023-06-30,1.92,16267,India
INV100535,Fish,2,2023-06-30,4.76,16597,Germany
INV100535,Rice,5,2023-06-30,4.5,19952,India
INV100535,Yogurt,5,2023-06-30,6.79,10817,Germany
INV100535,Water,1,2023-06-30,3.68,10870,United Kingdom
INV100536,Cream,5,2023-10-22,10.64,16628,India
INV100536,Milk,4,2023-10-22,1.97,14395,India
INV100536,Vegetables,2,2023-10-22,2.98,13335,France
INV100536,Fish,3,2023-10-22,10.73,14718,United Kingdom
INV100536,Rice,1,2023-10-22,3.18,17811,France
INV100536,Yogurt,2,2023-10-22,2.97,11137,Germany
